session,created,modified,ended,expired,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe
QPxSMaorxTmVsiwZ_Uiriodqf4NA5WTH2tA8uTr0uP-h-epO-EsuV8_xVZhJraMe,2023-11-09T20:34:11Z,2023-11-09T21:47:49Z,2023-11-09T21:47:49Z,,lesson_live_vs_video,eg_benchmark,halfeye_xaxis_-0.5,halfeye_yaxis_0.2,halfeye_yaxis_-0.65,halfeye_yaxis_-0.8,halfeye_yaxis_0.65,halfeye_xaxis_-0.2,halfeye_xaxis_0.35,halfeye_yaxis_-0.35,halfeye_xaxis_0.65,halfeye_yaxis_-0.2,halfeye_yaxis_0.5,halfeye_xaxis_-0.65,halfeye_xaxis_-0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.5,halfeye_yaxis_0.8,halfeye_yaxis_0.35,halfeye_xaxis_0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.8,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,2,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,2,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,2,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,7,2,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,2,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,2,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,2,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,2,"",7,"",0.4,7,80,5,2,3,"",-0.2,12,70,5,2,4,"",-0.2,7,90,5,2,6,"",0.2,10,60,5,2,5,"",-0.2,10,80,5,2,6,"",0.2,13,75,6,2,6,"",0.2,10,80,6,2,3,"",0.2,5,80,6,2,6,"",0.2,15,85,6,2,6,"",-0.2,15,70,6,2,,5,5,3,2,5,2,2,UNSURE,KNOWLEDGE TEST SCORE,KNOWLEDGE TEST SCORE,UNSURE,2,"",3,24
7f3UNO8tFmEWjX80mEYzN8AZrxYp85SVPCSKt-5BV6pt0kxDJa2rTndXRlpMY2Zz,2023-11-09T20:36:36Z,2023-11-09T21:05:01Z,2023-11-09T21:05:02Z,,lesson_live_vs_video,eg_signaling_u3,halfeye_xaxis_-0.2,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,halfeye_xaxis_0.8,halfeye_yaxis_0.35,halfeye_yaxis_0.8,halfeye_yaxis_0.2,halfeye_yaxis_-0.65,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.35,halfeye_xaxis_-0.65,halfeye_xaxis_0.65,halfeye_yaxis_-0.5,halfeye_xaxis_-0.35,halfeye_yaxis_0.65,halfeye_xaxis_0.2,halfeye_yaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_-0.5,sensitivity_accuracy,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,"",4,"",-0.4,40,75,5,5,4,"",-0.6,30,65,5,5,5,"",0.8,55,75,5,5,5,"",-0.4,30,75,5,5,5,"",-0.4,35,80,5,5,5,"",0.2,55,75,5,5,4,"",0.2,48,75,5,5,5,"",0,40,95,5,5,5,"",0.4,50,80,5,5,5,"",-0.6,35,75,5,5,5,,5,3,2,5,1,1,the number of students,the test scores,the test scores,the number of students,5,"","1, 2",19
6luPL-7EkYjGYi-3MLNeC02YqyDK2oQ3iYxmOSLsPrD18d1C2br91FIWzpPDGp9x,2023-11-10T15:06:50Z,,,,lesson_live_vs_video,eg_benchmark,halfeye_yaxis_0.2,halfeye_yaxis_-0.8,halfeye_yaxis_0.8,halfeye_yaxis_-0.35,halfeye_yaxis_0.5,halfeye_xaxis_-0.35,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_xaxis_0.5,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_-0.2,halfeye_xaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_xaxis_-0.2,halfeye_xaxis_-0.8,halfeye_yaxis_0.35,halfeye_xaxis_0.8,accuracy_sensitivity,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
QIr2kGGS_hk2BfamKz2d7M4p92w7HCDMWL2IzzS6ph_TOwYa07P-dnxlNpqtdYrv,2023-11-10T16:50:17Z,,,,"","","","","","","","","","","","","","","","","","","","","","","",,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
L_p1sMAGNKHXSt8nK4nYu4EMYFiWL0CFH8RbtLRPefqV1Rl7xt3ZFovvViCk-ZwZ,2023-11-10T16:53:44Z,2023-11-10T17:16:04Z,2023-11-10T17:16:04Z,,lesson_live_vs_video,eg_signaling_overlap,halfeye_yaxis_0.8,halfeye_xaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.65,halfeye_yaxis_-0.5,halfeye_yaxis_-0.8,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.2,halfeye_xaxis_-0.65,halfeye_yaxis_-0.2,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.35,halfeye_xaxis_-0.35,halfeye_xaxis_0.5,sensitivity_accuracy,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,1,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,4,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,2,"",3,"",0.4,5,90,4,3,3,"",0.4,20,60,3,3,2,"",-0.2,0,90,5,3,3,"",-0.4,20,80,3,3,2,"",-0.6,0,95,5,4,4,"",0.4,20,70,4,3,3,"",-0.2,0,85,4,3,4,"",-0.2,0,90,4,3,5,"",-0.4,0,90,4,3,4,"",0.4,15,75,4,2,6,,5,3,2,5,1,1,the amount of students ,the scores ,the students' scores,the amount of students ,3,"",3,11
E6fMkt8K_ViRNUa4BjWRPzU6e0D60yhDhdYTNbBKf13Q9aO9GpapvS0BgnslXbVC,2023-11-10T16:54:06Z,2023-11-10T17:15:30Z,2023-11-10T17:15:30Z,,video_withsub_vs_without,eg_signaling_overlap,halfeye_yaxis_0.2,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.5,halfeye_xaxis_-0.8,halfeye_yaxis_0.8,halfeye_xaxis_0.8,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.5,halfeye_xaxis_-0.65,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_yaxis_0.35,halfeye_xaxis_0.5,halfeye_yaxis_0.65,halfeye_yaxis_-0.65,accuracy_sensitivity,1,3,"",0,0,0,2,2,4,"",-0.4,10,70,5,5,4,"",-0.2,8,90,3,3,3,"",-0.2,5,95,2,3,2,"",-0.2,20,70,2,2,3,"",0.4,55,70,3,3,2,"",0.2,55,80,2,3,2,"",0.2,2,95,3,3,3,"",-0.2,35,95,3,3,3,"",0.4,40,70,3,3,"",3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,3,,5,3,2,5,1,1,The amounts of students scoring at that level.,The score.,The score.,The amounts of students scoring this.,3,"",3,5
hM0WbbPjzxqPbpv5RtzzheaNSJpeHLn-buCpfm5JDkQg7AsOd83slqY0EJVMv0Im,2023-11-10T16:54:15Z,2023-11-10T17:57:09Z,2023-11-10T17:57:09Z,,video_withsub_vs_without,eg_signaling_overlap,halfeye_xaxis_0.35,halfeye_yaxis_0.35,halfeye_xaxis_-0.35,halfeye_xaxis_0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,halfeye_yaxis_0.5,halfeye_xaxis_-0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,halfeye_xaxis_0.2,halfeye_yaxis_0.2,halfeye_yaxis_-0.5,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.65,accuracy_sensitivity,1,5,"",-0.2,10,90,5,6,5,"",0.2,10,90,5,6,5,"",-0.2,45,90,5,5,5,"",0.4,70,80,5,5,5,"",-0.2,46,96,5,5,5,"",-0.2,45,90,5,5,5,"",0,40,95,5,5,5,"",-0.4,65,90,5,5,5,"",-0.2,40,80,5,5,5,"",0.4,75,70,5,5,"",5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,3,,5,3,2,5,1,1,number of students who have the same knowledge score,porcentage of knowledge,porcentage of knowledge test score,number of the students with the same knowledge score,6,indepedent school for languages,2,2
GxFqW9P7aGUxXfUNG66sLzGfD43QA1eWB0SZXbJgUQEO1fHNzdSp6vkikfhrzYEu,2023-11-10T16:54:21Z,2023-11-10T18:11:46Z,2023-11-10T18:11:46Z,,video_withsub_vs_without,eg_benchmark,halfeye_xaxis_-0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_xaxis_-0.2,halfeye_xaxis_0.5,halfeye_yaxis_0.35,halfeye_xaxis_0.35,halfeye_yaxis_-0.5,halfeye_xaxis_-0.5,halfeye_yaxis_0.5,halfeye_yaxis_-0.8,halfeye_yaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_-0.35,sensitivity_accuracy,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,7,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,"",6,"",-0.2,48,40,6,6,6,"",-0.2,48,92,6,6,6,"",-0.4,52,95,6,6,6,"",-0.2,35,85,6,6,6,"",0.4,30,85,6,7,6,"",-0.6,60,85,6,6,7,"",-0.6,65,90,6,7,7,"",0.2,40,95,7,7,7,"",-0.2,35,80,6,7,6,"",-0.2,55,95,7,7,,6,5,3,2,5,1,1,Number of students with corresponding score. ,Score,Test score,Number of students with that score,2,"",3,15
YxcDmPAr8VioKzQOx05X47nvVkystAasw7n2q4Q_Ep9C7er37BP-w8RWBSW5Rhli,2023-11-10T16:55:09Z,2023-11-10T17:42:59Z,2023-11-10T17:42:59Z,,experiment_simulation_vs_lab,eg_signaling_u3,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.8,halfeye_xaxis_0.2,halfeye_xaxis_-0.8,halfeye_yaxis_0.5,halfeye_yaxis_-0.2,halfeye_xaxis_-0.35,halfeye_yaxis_0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.5,halfeye_xaxis_0.65,halfeye_yaxis_-0.35,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.65,halfeye_xaxis_0.8,halfeye_yaxis_0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.35,accuracy_sensitivity,1,5,"",0.2,45,90,4,5,6,"",0.4,70,80,5,5,3,"",0.2,30,25,4,5,4,"",0.4,52,15,5,5,3,"",-0.2,25,82,4,4,5,"",0.4,60,80,5,5,4,"",-0.2,45,95,4,4,5,"",-0.2,45,95,5,5,5,"",0.2,55,90,5,5,5,"",0.4,70,90,5,5,"",5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,,5,3,2,4,1,1,Median scores for students,knowledge test scores,Knowledge test scores,Distribution of test score results,6,University,3,7
_9HxfT3Ma7YVr1imQJ_Wny0BPtveCYSXIsHDrZ-RciQpY4PerpOFu3jb09IUR_7x,2023-11-10T16:55:14Z,2023-11-10T17:05:57Z,2023-11-10T17:05:57Z,,lesson_live_vs_video,cg,halfeye_xaxis_0.5,halfeye_xaxis_0.65,halfeye_yaxis_-0.5,halfeye_xaxis_-0.5,halfeye_xaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_0.35,halfeye_xaxis_-0.2,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,halfeye_yaxis_0.8,halfeye_yaxis_0.5,halfeye_yaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_xaxis_0.2,halfeye_yaxis_0.65,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,sensitivity_accuracy,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,2,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,7,1,4,"",0.6,55,50,3,3,4,"",0.2,7,5,5,5,4,"",0.2,55,50,6,5,4,"",-0.2,52,52,5,5,3,"",0.4,56,47,5,5,6,"",0,50,49,5,6,5,"",0.2,47,50,4,5,5,"",0.2,51,50,5,5,5,"",0.2,50,46,4,7,5,"",0.4,49,50,4,6,,,5,3,2,5,2,3,Variables in students' performance on lessons.,Percentage of scores.,Variable percentages in scores for lessons.,Number of students sitting witch each test score.,6,College,1,1
vRv7w87TBUf8HeA_PFd4qLMc7YsJYt3_rC533bdIj25_Q9e9_Jc4lxjnmTTt1ff9,2023-11-10T16:55:15Z,2023-11-10T17:15:39Z,,,reading_digital_vs_analog,eg_benchmark,halfeye_yaxis_0.35,halfeye_yaxis_0.5,halfeye_yaxis_-0.8,halfeye_yaxis_0.65,halfeye_xaxis_0.5,halfeye_yaxis_-0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_xaxis_-0.8,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_xaxis_0.8,halfeye_xaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_yaxis_-0.65,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,"",6,"",0,35,15,2,4,2,"",-0.2,10,75,4,5,4,"",-0.2,55,80,5,4,4,"",-0.2,45,90,3,3,4,"",0,45,90,4,3,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
zbh0_yKlbG12FlismPhcAGBTw4vIhKLBiH5i4NRMWgIPlHNj0bOwU2WGv_uaSTP3,2023-11-10T16:56:02Z,2023-11-10T17:43:55Z,2023-11-10T17:43:55Z,,reading_digital_vs_analog,eg_signaling_u3,halfeye_xaxis_-0.8,halfeye_xaxis_-0.5,halfeye_xaxis_0.65,halfeye_xaxis_0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_yaxis_-0.5,halfeye_yaxis_0.2,halfeye_yaxis_0.65,halfeye_yaxis_0.8,halfeye_yaxis_-0.8,halfeye_xaxis_-0.2,halfeye_xaxis_-0.35,halfeye_yaxis_0.35,halfeye_yaxis_-0.2,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.5,halfeye_xaxis_0.8,accuracy_sensitivity,1,6,"",-0.4,20,95,5,5,6,"",-0.2,35,98,5,4,6,"",0.4,75,90,5,5,6,"",0.2,60,99,5,4,6,"",-0.2,42,98,5,4,6,"",0.2,58,98,5,4,6,"",-0.4,20,98,5,4,6,"",-0.2,25,98,5,4,6,"",0.2,60,98,5,4,6,"",0.4,75,95,5,5,"",6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,,5,3,2,5,1,1,tablet or paper,knowledge test score,knowledge test score,tablet or paper,2,"",1,4
NcfVItdZr7K0w1yh-1Wb3jNWrSC9Q9lBKxsBjtwz7bgBHdQP7ZqCWQbBKECbmIki,2023-11-10T16:56:58Z,2023-11-10T17:06:58Z,,,reading_digital_vs_analog,eg_signaling_overlap,halfeye_xaxis_0.5,halfeye_yaxis_-0.65,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.8,halfeye_xaxis_0.65,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_xaxis_0.35,halfeye_yaxis_0.5,halfeye_yaxis_-0.5,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_-0.8,halfeye_yaxis_0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.8,sensitivity_accuracy,1,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,7,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,6,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
